Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,
900,data/screenshots/900_1_0_3_0_50_50_1_0_0.8956971_0.6280429_1.694578_3.138165_336.2916_302.3685_31.69897_60.29156_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,0.8956971,0.6280429,1.694578,3.138165,336.2916,302.3685,31.69897,60.29156,1,1,0,50,0,50,0,0,4,
901,data/screenshots/901_1_0_5_3_0.7859476_0_1_1_1.957265_0.7859476_0.7859476_0.7859477_285_165_45.00001_0_1_1_0_50_0_0_6.png,1,0,5,3,0.7859476,0,1,1,1.957265,0.7859476,0.7859476,0.7859477,285,165,45.00001,0,1,1,0,50,0,50,0,0,6,
902,data/screenshots/902_1_0_5_0_50_50_1_0_2.586303_0.7578212_0.9750715_2.337665_135.5512_197.0933_106.4813_293.5512_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,2.586303,0.7578212,0.9750715,2.337665,135.5512,197.0933,106.4813,293.5512,1,1,0,50,0,50,0,0,6,
903,data/screenshots/903_1_0_0_0_50_50_1_0_1.843909_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,1,0,1.843909,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
904,data/screenshots/904_0_1_9_0_50_50_1_0_0_0.4996274_0.7300673_1.373306_61.43133_351.1064_17.31551_235.5247_1_1_2_0.4996274_0_1_10.png,0,1,9,0,50,50,1,0,0,0.4996274,0.7300673,1.373306,61.43133,351.1064,17.31551,235.5247,1,1,2,0.4996274,0,50,1,0,10,
905,data/screenshots/905_0_1_8_4_0.8071321_0_1_1_0_0.8071322_0.8071322_0.8071322_143_233_323_0_1_1_2_2.73639_0_0_9.png,0,1,8,4,0.8071321,0,1,1,0,0.8071322,0.8071322,0.8071322,143,233,323,0,1,1,2,2.73639,0,50,0,0,9,
906,data/screenshots/906_1_0_6_0_50_50_1_0_2.342561_0.8901495_1.890029_2.174423_91.63162_234.1886_193.1445_290.6316_1_1_0_50_0_1_7.png,1,0,6,0,50,50,1,0,2.342561,0.8901495,1.890029,2.174423,91.63162,234.1886,193.1445,290.6316,1,1,0,50,0,50,1,0,7,
907,data/screenshots/907_1_0_2_0_50_50_1_0_1.377595_0.4187322_0.4755074_50_91.66827_34.15631_1000_34.2999_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,1.377595,0.4187322,0.4755074,50,91.66827,34.15631,1000,34.2999,1,1,0,50,0,50,0,0,3,
908,data/screenshots/908_0_1_3_0_50_50_1_0_0_1.395573_2.608089_3.685333_170.5474_327.7189_222.4107_125.8473_1_1_2_1.395573_0_0_4.png,0,1,3,0,50,50,1,0,0,1.395573,2.608089,3.685333,170.5474,327.7189,222.4107,125.8473,1,1,2,1.395573,0,50,0,0,4,
909,data/screenshots/909_0_1_2_0_50_50_1_0_0_1.56016_4.32972_50_1.512772_119.4924_1000_130.3601_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,1.56016,4.32972,50,1.512772,119.4924,1000,130.3601,1,1,0,50,0,50,0,0,3,
910,data/screenshots/910_1_0_3_0_50_50_1_0_2.544564_1.140403_4.26957_4.815121_317.3181_339.7542_336.5327_312.6783_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.544564,1.140403,4.26957,4.815121,317.3181,339.7542,336.5327,312.6783,1,1,0,50,0,50,0,0,4,
911,data/screenshots/911_0_1_7_4_0.7966613_2.205471_0_0_0_1.482575_2.071997_2.589281_169.3764_201.1711_163.2018_149.3116_0_0_0_50_1_2_9.png,0,1,7,4,0.7966613,2.205471,0,0,0,1.482575,2.071997,2.589281,169.3764,201.1711,163.2018,149.3116,0,0,0,50,1,0.9583527,2,0,9,
912,data/screenshots/912_0_1_6_0_50_50_0_0_0_1.028587_1.915815_3.116164_205.087_296.2223_206.4765_312.3986_0_0_0_50_0_0_7.png,0,1,6,0,50,50,0,0,0,1.028587,1.915815,3.116164,205.087,296.2223,206.4765,312.3986,0,0,0,50,0,50,0,0,7,
913,data/screenshots/913_1_0_5_4_0.7754833_0_1_1_0.6688519_0.7754831_0.7754831_0.7754831_28_118_208_0_1_1_0_50_0_0_6.png,1,0,5,4,0.7754833,0,1,1,0.6688519,0.7754831,0.7754831,0.7754831,28,118,208,0,1,1,0,50,0,50,0,0,6,
914,data/screenshots/914_0_1_3_0_50_50_1_0_0_0.7270293_0.7420384_1.966197_84.63391_355.1279_126.4055_164.6339_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,0.7270293,0.7420384,1.966197,84.63391,355.1279,126.4055,164.6339,1,1,0,50,0,50,0,0,4,
915,data/screenshots/915_0_1_6_0_50_50_1_0_0_2.556618_3.218693_3.301752_334.5126_267.861_278.6111_302.6405_1_1_0_50_1_0_8.png,0,1,6,0,50,50,1,0,0,2.556618,3.218693,3.301752,334.5126,267.861,278.6111,302.6405,1,1,0,50,1,4.704208,0,0,8,
916,data/screenshots/916_0_1_2_0_50_50_1_0_0_0.4566507_4.671546_50_21.13921_40.41398_1000_44.12805_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,0.4566507,4.671546,50,21.13921,40.41398,1000,44.12805,1,1,0,50,0,50,0,0,3,
917,data/screenshots/917_1_0_3_0_50_50_1_0_2.395601_3.343978_3.507572_4.782057_271.0699_195.4886_187.6777_332.4727_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.395601,3.343978,3.507572,4.782057,271.0699,195.4886,187.6777,332.4727,1,1,0,50,0,50,0,1,4,
918,data/screenshots/918_1_0_4_0_50_50_1_0_1.827591_2.79268_2.846807_3.059011_129.4693_139.4644_188.2484_117.3607_1_1_0_50_0_0_5.png,1,0,4,0,50,50,1,0,1.827591,2.79268,2.846807,3.059011,129.4693,139.4644,188.2484,117.3607,1,1,0,50,0,50,0,0,5,
919,data/screenshots/919_1_0_6_4_0.6715002_3.031034_0_1_2.56515_2.409507_2.875008_3.318205_354.6086_12.70256_349.0168_154.9057_1_0_0_50_0_1_7.png,1,0,6,4,0.6715002,3.031034,0,1,2.56515,2.409507,2.875008,3.318205,354.6086,12.70256,349.0168,154.9057,1,0,0,50,0,50,1,0,7,
920,data/screenshots/920_1_0_6_0_50_50_0_0_2.031505_1.426734_2.009425_3.547589_234.0765_341.6652_294.6055_249.9821_0_0_0_50_0_0_7.png,1,0,6,0,50,50,0,0,2.031505,1.426734,2.009425,3.547589,234.0765,341.6652,294.6055,249.9821,0,0,0,50,0,50,0,0,7,
921,data/screenshots/921_0_1_3_0_50_50_0_0_0_5.606395_5.731971_6.027559_179.3919_174.042_198.2978_7.374084_0_1_1_5.606395_0_0_4.png,0,1,3,0,50,50,0,0,0,5.606395,5.731971,6.027559,179.3919,174.042,198.2978,7.374084,0,1,1,5.606395,0,50,0,0,4,
922,data/screenshots/922_0_1_5_3_0.5436908_0_1_1_0_0.5436907_0.5436907_0.5436907_93_213_333_0_1_1_0_50_0_1_6.png,0,1,5,3,0.5436908,0,1,1,0,0.5436907,0.5436907,0.5436907,93,213,333,0,1,1,0,50,0,50,1,0,6,
923,data/screenshots/923_1_0_3_3_0.800091_2.023584_0_0_1.541518_1.107055_1.67823_1.853452_54.78196_202.585_156.7107_208.4472_0_0_1_1.107055_0_0_5.png,1,0,3,3,0.800091,2.023584,0,0,1.541518,1.107055,1.67823,1.853452,54.78196,202.585,156.7107,208.4472,0,0,1,1.107055,0,50,0,0,5,
924,data/screenshots/924_1_0_1_3_0.7598387_2.413274_0_1_2.891632_1.856573_2.448809_3.124134_14.03336_342.0374_5.602661_230.367_1_0_0_50_0_0_4.png,1,0,1,3,0.7598387,2.413274,0,1,2.891632,1.856573,2.448809,3.124134,14.03336,342.0374,5.602661,230.367,1,0,0,50,0,50,0,1,4,
925,data/screenshots/925_1_0_3_0_50_50_0_0_2.547461_1.259027_1.273199_1.425417_19.88898_205.4534_153.3504_173.2601_1_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,2.547461,1.259027,1.273199,1.425417,19.88898,205.4534,153.3504,173.2601,1,0,0,50,0,50,0,0,4,
926,data/screenshots/926_0_1_1_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,0,1,1,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
927,data/screenshots/927_0_1_9_0_50_50_0_0_0_1.115463_1.233128_1.556853_104.6707_313.5579_48.35413_194.9308_0_0_2_1.233128_0_1_10.png,0,1,9,0,50,50,0,0,0,1.115463,1.233128,1.556853,104.6707,313.5579,48.35413,194.9308,0,0,2,1.233128,0,50,1,0,10,
928,data/screenshots/928_1_0_1_0_50_50_0_0_2.786328_4.440243_50_50_351.6953_1000_1000_184.5133_1_0_0_50_0_0_2.png,1,0,1,0,50,50,0,0,2.786328,4.440243,50,50,351.6953,1000,1000,184.5133,1,0,0,50,0,50,0,0,2,
929,data/screenshots/929_1_0_3_0_50_50_0_0_1.30106_2.94675_3.189774_5.287115_223.0234_172.1508_187.6263_342.5367_0_1_0_50_1_0_5.png,1,0,3,0,50,50,0,0,1.30106,2.94675,3.189774,5.287115,223.0234,172.1508,187.6263,342.5367,0,1,0,50,1,3.624418,0,0,5,
930,data/screenshots/930_0_1_8_3_0.5775017_0_1_1_0_0.5775017_0.5775017_0.5775018_37.00001_157_277_0_1_1_0_50_0_2_9.png,0,1,8,3,0.5775017,0,1,1,0,0.5775017,0.5775017,0.5775018,37.00001,157,277,0,1,1,0,50,0,50,2,0,9,
931,data/screenshots/931_0_1_4_0_50_50_1_0_0_1.048518_2.386218_2.739105_119.4507_107.9252_119.9978_356.4507_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,1.048518,2.386218,2.739105,119.4507,107.9252,119.9978,356.4507,1,1,0,50,0,50,0,1,5,
932,data/screenshots/932_1_0_4_3_0.6962363_0_1_1_2.395188_0.6962361_0.6962364_0.6962365_100_220_340_0_1_1_0_50_0_0_5.png,1,0,4,3,0.6962363,0,1,1,2.395188,0.6962361,0.6962364,0.6962365,100,220,340,0,1,1,0,50,0,50,0,0,5,
933,data/screenshots/933_0_1_4_3_0.7185287_4.160833_0_0_0_1.326874_3.717052_3.999458_356.0548_188.2401_170.1537_202.9081_1_0_0_50_1_0_6.png,0,1,4,3,0.7185287,4.160833,0,0,0,1.326874,3.717052,3.999458,356.0548,188.2401,170.1537,202.9081,1,0,0,50,1,1.055946,0,1,6,
934,data/screenshots/934_1_0_2_3_0.5084843_2.394335_0_1_2.195089_1.971264_2.446417_2.846638_352.5556_11.99625_354.8995_142.4041_1_0_0_50_0_0_4.png,1,0,2,3,0.5084843,2.394335,0,1,2.195089,1.971264,2.446417,2.846638,352.5556,11.99625,354.8995,142.4041,1,0,0,50,0,50,0,0,4,
935,data/screenshots/935_0_1_2_3_0.7007097_3.357932_0_0_0_2.673898_3.645104_3.855334_182.9059_169.5179_187.8654_194.0604_0_0_0_50_0_2_6.png,0,1,2,3,0.7007097,3.357932,0,0,0,2.673898,3.645104,3.855334,182.9059,169.5179,187.8654,194.0604,0,0,0,50,0,50,2,0,6,
936,data/screenshots/936_0_1_4_0_50_50_0_0_0_0.4094666_2.876126_4.426261_308.4051_80.00913_178.4153_304.4655_0_0_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,0.4094666,2.876126,4.426261,308.4051,80.00913,178.4153,304.4655,0,0,0,50,0,50,0,0,5,
937,data/screenshots/937_1_0_6_5_0.6272234_0_1_1_2.548056_0.6272232_0.6272233_0.6272234_198_270_126_0_1_1_0_50_0_0_7.png,1,0,6,5,0.6272234,0,1,1,2.548056,0.6272232,0.6272233,0.6272234,198,270,126,0,1,1,0,50,0,50,0,0,7,
938,data/screenshots/938_1_0_3_0_50_50_1_0_0.7959847_0.9272022_1.15814_2.111619_80.50702_160.2182_78.47366_311.507_1_1_0_50_1_0_5.png,1,0,3,0,50,50,1,0,0.7959847,0.9272022,1.15814,2.111619,80.50702,160.2182,78.47366,311.507,1,1,0,50,1,4.555283,0,0,5,
939,data/screenshots/939_0_1_5_0_50_50_1_0_0_0.5467523_0.9768559_3.031961_165.6126_2.039236_60.75075_156.1196_1_1_0_50_1_0_7.png,0,1,5,0,50,50,1,0,0,0.5467523,0.9768559,3.031961,165.6126,2.039236,60.75075,156.1196,1,1,0,50,1,1.83615,0,0,7,
940,data/screenshots/940_0_1_1_0_50_50_1_0_0_4.019004_50_50_49.0796_1000_1000_8.625854_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,4.019004,50,50,49.0796,1000,1000,8.625854,1,1,0,50,0,50,0,0,2,
941,data/screenshots/941_1_0_0_0_50_50_1_0_2.636183_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,1,0,2.636183,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
942,data/screenshots/942_1_0_5_0_50_50_1_0_1.792947_0.9577088_1.895608_2.155253_181.3221_33.66645_338.1589_359.948_1_1_0_50_0_1_6.png,1,0,5,0,50,50,1,0,1.792947,0.9577088,1.895608,2.155253,181.3221,33.66645,338.1589,359.948,1,1,0,50,0,50,1,0,6,
943,data/screenshots/943_0_1_4_0_50_50_1_0_0_2.172196_2.328192_2.797571_272.5855_300.7877_301.425_178.8779_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,2.172196,2.328192,2.797571,272.5855,300.7877,301.425,178.8779,1,1,0,50,0,50,0,0,5,
944,data/screenshots/944_0_1_2_0_50_50_1_0_0_5.294996_5.690036_50_274.3127_265.1537_1000_113.03_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,5.294996,5.690036,50,274.3127,265.1537,1000,113.03,1,1,0,50,0,50,0,0,3,
945,data/screenshots/945_0_1_4_0_50_50_1_0_0_2.907753_2.941571_4.077563_211.8024_224.3532_331.7932_158.6734_1_1_0_50_1_0_6.png,0,1,4,0,50,50,1,0,0,2.907753,2.941571,4.077563,211.8024,224.3532,331.7932,158.6734,1,1,0,50,1,3.874389,0,0,6,
946,data/screenshots/946_0_1_7_4_0.5103576_1.474467_0_1_0_1.055398_1.213371_1.308725_13.40926_47.33479_339.9893_222.0666_1_0_0_50_1_1_9.png,0,1,7,4,0.5103576,1.474467,0,1,0,1.055398,1.213371,1.308725,13.40926,47.33479,339.9893,222.0666,1,0,0,50,1,1.483616,1,0,9,
947,data/screenshots/947_1_0_3_0_50_50_0_0_1.056373_2.881075_4.339454_4.513735_274.7097_306.2793_317.4506_358.7018_0_1_0_50_0_0_4.png,1,0,3,0,50,50,0,0,1.056373,2.881075,4.339454,4.513735,274.7097,306.2793,317.4506,358.7018,0,1,0,50,0,50,0,0,4,
948,data/screenshots/948_1_0_4_0_50_50_0_0_0.5220668_2.148329_2.823244_5.647806_210.7815_128.4236_167.3846_116.2242_0_0_0_50_0_1_5.png,1,0,4,0,50,50,0,0,0.5220668,2.148329,2.823244,5.647806,210.7815,128.4236,167.3846,116.2242,0,0,0,50,0,50,1,0,5,
949,data/screenshots/949_1_0_8_3_0.9535053_0_1_1_2.460154_0.9535053_0.9535053_0.9535054_69_309_189_0_1_1_2_1.731304_0_0_9.png,1,0,8,3,0.9535053,0,1,1,2.460154,0.9535053,0.9535053,0.9535054,69,309,189,0,1,1,2,1.731304,0,50,0,0,9,
950,data/screenshots/950_1_0_7_0_50_50_1_0_2.888694_2.560899_2.794822_3.00817_273.2273_343.1199_332.5151_201.2273_1_1_0_50_0_2_8.png,1,0,7,0,50,50,1,0,2.888694,2.560899,2.794822,3.00817,273.2273,343.1199,332.5151,201.2273,1,1,0,50,0,50,2,0,8,
951,data/screenshots/951_0_1_4_3_0.6180452_0_1_1_0_0.6180453_0.6180453_0.6180453_316_76.00003_196_0_1_1_0_50_1_0_6.png,0,1,4,3,0.6180452,0,1,1,0,0.6180453,0.6180453,0.6180453,316,76.00003,196,0,1,1,0,50,1,1.613499,0,0,6,
952,data/screenshots/952_0_1_2_3_0.6239282_1.202745_0_0_0_0.9350855_1.148303_1.820621_210.8198_149.3324_183.3572_260.9807_0_0_0_50_0_0_4.png,0,1,2,3,0.6239282,1.202745,0,0,0,0.9350855,1.148303,1.820621,210.8198,149.3324,183.3572,260.9807,0,0,0,50,0,50,0,0,4,
953,data/screenshots/953_1_0_3_3_0.7921704_1.151617_0_1_2.544904_0.7502711_1.265847_1.275338_316.8922_272.2997_37.66702_96.55914_0_0_2_1.265847_0_0_6.png,1,0,3,3,0.7921704,1.151617,0,1,2.544904,0.7502711,1.265847,1.275338,316.8922,272.2997,37.66702,96.55914,0,0,2,1.265847,0,50,0,0,6,
954,data/screenshots/954_0_1_4_3_0.7448117_0_1_1_0_0.7448115_0.7448115_0.7448117_245_5_125_0_1_1_0_50_0_0_5.png,0,1,4,3,0.7448117,0,1,1,0,0.7448115,0.7448115,0.7448117,245,5,125,0,1,1,0,50,0,50,0,1,5,
955,data/screenshots/955_0_1_2_3_0.9425109_2.064771_0_0_0_1.227437_2.406689_2.855882_195.6201_157.2767_192.1106_216.1476_0_0_0_50_0_0_4.png,0,1,2,3,0.9425109,2.064771,0,0,0,1.227437,2.406689,2.855882,195.6201,157.2767,192.1106,216.1476,0,0,0,50,0,50,0,0,4,
956,data/screenshots/956_0_1_7_0_50_50_0_0_0_1.66485_2.086847_2.099027_309.5771_298.9835_168.488_144.7247_0_0_0_50_1_2_9.png,0,1,7,0,50,50,0,0,0,1.66485,2.086847,2.099027,309.5771,298.9835,168.488,144.7247,0,0,0,50,1,1.252301,2,0,9,
957,data/screenshots/957_1_0_3_0_50_50_0_0_1.470395_1.274345_1.636105_2.042883_259.563_273.4738_266.1312_247.1986_0_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,1.470395,1.274345,1.636105,2.042883,259.563,273.4738,266.1312,247.1986,0,0,0,50,0,50,0,0,4,
958,data/screenshots/958_0_1_5_0_50_50_0_0_0_1.055156_1.926265_2.368168_140.7939_235.8021_196.305_110.5608_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,1.055156,1.926265,2.368168,140.7939,235.8021,196.305,110.5608,0,0,0,50,0,50,0,0,6,
959,data/screenshots/959_1_0_6_0_50_50_0_0_2.532814_0.7644318_1.10088_2.505173_178.1087_160.5293_204.6465_26.18057_0_1_0_50_0_0_7.png,1,0,6,0,50,50,0,0,2.532814,0.7644318,1.10088,2.505173,178.1087,160.5293,204.6465,26.18057,0,1,0,50,0,50,0,0,7,
960,data/screenshots/960_1_0_6_0_50_50_0_0_2.955518_0.502396_0.9142861_1.364823_160.4182_162.6691_213.7213_245.1366_0_0_0_50_0_0_7.png,1,0,6,0,50,50,0,0,2.955518,0.502396,0.9142861,1.364823,160.4182,162.6691,213.7213,245.1366,0,0,0,50,0,50,0,0,7,
961,data/screenshots/961_0_1_3_0_50_50_0_0_0_3.365585_3.496305_3.848404_18.02495_279.4798_348.3969_120.4645_1_0_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,3.365585,3.496305,3.848404,18.02495,279.4798,348.3969,120.4645,1,0,0,50,0,50,0,0,4,
962,data/screenshots/962_0_1_6_0_50_50_0_0_0_1.836591_2.131728_2.215605_322.1173_291.0499_326.3218_317.5818_1_0_2_2.312053_0_0_7.png,0,1,6,0,50,50,0,0,0,1.836591,2.131728,2.215605,322.1173,291.0499,326.3218,317.5818,1,0,2,2.312053,0,50,0,0,7,
963,data/screenshots/963_0_1_2_0_50_50_0_0_0_0.5706448_6.259034_50_286.7919_249.9087_1000_83.37371_0_0_0_50_1_0_4.png,0,1,2,0,50,50,0,0,0,0.5706448,6.259034,50,286.7919,249.9087,1000,83.37371,0,0,0,50,1,1.902857,0,0,4,
964,data/screenshots/964_1_0_3_0_50_50_0_0_2.989012_0.6838098_4.367354_50_251.5627_7.24649_1000_177.0532_0_0_0_50_0_1_4.png,1,0,3,0,50,50,0,0,2.989012,0.6838098,4.367354,50,251.5627,7.24649,1000,177.0532,0,0,0,50,0,50,1,0,4,
965,data/screenshots/965_1_0_3_0_50_50_0_0_2.737401_3.477012_3.887514_4.508005_243.2112_223.1866_200.209_346.2645_0_1_0_50_1_0_5.png,1,0,3,0,50,50,0,0,2.737401,3.477012,3.887514,4.508005,243.2112,223.1866,200.209,346.2645,0,1,0,50,1,2.063331,0,0,5,
966,data/screenshots/966_1_0_4_0_50_50_0_0_0.9717624_0.9409074_1.939938_4.024737_12.96178_319.6323_33.45577_282.2262_1_0_0_50_0_0_5.png,1,0,4,0,50,50,0,0,0.9717624,0.9409074,1.939938,4.024737,12.96178,319.6323,33.45577,282.2262,1,0,0,50,0,50,0,0,5,
967,data/screenshots/967_1_0_3_0_50_50_0_0_2.650518_3.086505_3.503412_4.213432_57.35443_97.39265_173.6548_327.0746_0_1_1_3.503412_1_0_5.png,1,0,3,0,50,50,0,0,2.650518,3.086505,3.503412,4.213432,57.35443,97.39265,173.6548,327.0746,0,1,1,3.503412,1,1.627986,0,0,5,
968,data/screenshots/968_1_0_8_0_50_50_0_0_2.368964_0.9359921_1.120733_2.934106_169.2191_96.30978_294.7066_346.332_0_1_2_0.9359921_0_2_9.png,1,0,8,0,50,50,0,0,2.368964,0.9359921,1.120733,2.934106,169.2191,96.30978,294.7066,346.332,0,1,2,0.9359921,0,50,2,0,9,
969,data/screenshots/969_1_0_3_0_50_50_0_0_2.402135_0.9170161_5.142992_5.484838_184.6389_90.7712_95.59519_300.9709_0_0_0_50_1_0_5.png,1,0,3,0,50,50,0,0,2.402135,0.9170161,5.142992,5.484838,184.6389,90.7712,95.59519,300.9709,0,0,0,50,1,2.740187,0,0,5,
970,data/screenshots/970_0_1_3_0_50_50_0_0_0_1.685701_5.09485_5.517527_211.0134_184.929_178.845_357.9406_0_1_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,1.685701,5.09485,5.517527,211.0134,184.929,178.845,357.9406,0,1,0,50,0,50,0,0,4,
971,data/screenshots/971_0_1_5_0_50_50_0_0_0_1.261561_1.946706_2.413342_114.2912_52.32376_338.7674_257.1474_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,1.261561,1.946706,2.413342,114.2912,52.32376,338.7674,257.1474,0,0,0,50,0,50,0,0,6,
972,data/screenshots/972_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,5.327129,0,0,2,
973,data/screenshots/973_1_0_2_0_50_50_0_0_2.554822_1.623559_3.335908_50_76.78583_316.3384_1000_24.96577_0_1_0_50_1_0_4.png,1,0,2,0,50,50,0,0,2.554822,1.623559,3.335908,50,76.78583,316.3384,1000,24.96577,0,1,0,50,1,2.535802,0,0,4,
974,data/screenshots/974_0_1_5_0_50_50_0_0_0_0.9914384_1.938832_4.477939_168.2047_93.96616_115.1383_117.7231_0_0_2_0.9914384_0_2_6.png,0,1,5,0,50,50,0,0,0,0.9914384,1.938832,4.477939,168.2047,93.96616,115.1383,117.7231,0,0,2,0.9914384,0,50,2,0,6,
975,data/screenshots/975_1_0_2_0_50_50_0_0_2.928911_0.6198624_4.054528_50_248.5088_191.5857_1000_45.23187_0_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,2.928911,0.6198624,4.054528,50,248.5088,191.5857,1000,45.23187,0,0,0,50,0,50,0,0,3,
976,data/screenshots/976_0_1_2_0_50_50_0_0_0_2.100034_2.367071_50_138.6097_150.1708_1000_114.8416_0_0_0_50_0_0_3.png,0,1,2,0,50,50,0,0,0,2.100034,2.367071,50,138.6097,150.1708,1000,114.8416,0,0,0,50,0,50,0,0,3,
977,data/screenshots/977_1_0_2_0_50_50_0_0_1.670476_2.850405_50_50_240.9198_1000_1000_54.32246_0_0_0_50_0_1_3.png,1,0,2,0,50,50,0,0,1.670476,2.850405,50,50,240.9198,1000,1000,54.32246,0,0,0,50,0,50,1,0,3,
978,data/screenshots/978_1_0_0_0_50_50_0_0_0.8693309_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,0.8693309,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
979,data/screenshots/979_0_1_1_0_50_50_0_0_0_1.381508_50_50_130.8033_1000_1000_295.1258_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,1.381508,50,50,130.8033,1000,1000,295.1258,0,0,0,50,0,50,0,1,2,
980,data/screenshots/980_1_0_3_0_50_50_0_0_1.827875_0.4894758_1.839084_2.908266_295.4255_281.3844_293.1423_280.5513_0_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,1.827875,0.4894758,1.839084,2.908266,295.4255,281.3844,293.1423,280.5513,0,0,0,50,0,50,0,0,4,
981,data/screenshots/981_1_0_2_0_50_50_0_0_1.462832_1.571815_4.657328_50_289.928_205.3964_1000_212.4794_0_0_2_1.571815_0_0_3.png,1,0,2,0,50,50,0,0,1.462832,1.571815,4.657328,50,289.928,205.3964,1000,212.4794,0,0,2,1.571815,0,50,0,0,3,
982,data/screenshots/982_0_1_5_0_50_50_0_0_0_1.648276_2.109933_2.347488_279.6166_238.3714_201.2397_135.5643_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,1.648276,2.109933,2.347488,279.6166,238.3714,201.2397,135.5643,0,0,0,50,0,50,0,1,6,
983,data/screenshots/983_1_0_4_0_50_50_0_0_1.840164_0.566605_0.801802_2.368518_97.50417_195.4174_263.0577_270.8233_0_0_1_2.368518_0_0_5.png,1,0,4,0,50,50,0,0,1.840164,0.566605,0.801802,2.368518,97.50417,195.4174,263.0577,270.8233,0,0,1,2.368518,0,50,0,0,5,
984,data/screenshots/984_1_0_2_0_50_50_0_0_2.233593_2.015963_4.271576_50_348.5104_245.5063_1000_131.8873_1_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,2.233593,2.015963,4.271576,50,348.5104,245.5063,1000,131.8873,1,0,0,50,0,50,0,0,3,
985,data/screenshots/985_0_1_6_0_50_50_0_0_0_0.4360775_2.453368_4.072313_152.4724_76.44176_93.68616_56.35968_0_0_0_50_1_1_8.png,0,1,6,0,50,50,0,0,0,0.4360775,2.453368,4.072313,152.4724,76.44176,93.68616,56.35968,0,0,0,50,1,1.144242,1,0,8,
986,data/screenshots/986_0_1_6_5_0.9051695_0_1_1_0_0.9051695_0.9051695_0.9051695_353_137_209_0_1_1_0_50_0_0_7.png,0,1,6,5,0.9051695,0,1,1,0,0.9051695,0.9051695,0.9051695,353,137,209,0,1,1,0,50,0,50,0,0,7,
987,data/screenshots/987_1_0_5_0_50_50_1_0_1.15524_0.6853052_0.873423_0.9091281_283.8873_150.01_61.7903_184.8873_1_1_2_0.873423_0_0_6.png,1,0,5,0,50,50,1,0,1.15524,0.6853052,0.873423,0.9091281,283.8873,150.01,61.7903,184.8873,1,1,2,0.873423,0,50,0,0,6,
988,data/screenshots/988_0_1_3_0_50_50_1_0_0_2.935409_3.64488_50_327.8319_328.4764_1000_268.8419_1_1_0_50_0_1_4.png,0,1,3,0,50,50,1,0,0,2.935409,3.64488,50,327.8319,328.4764,1000,268.8419,1,1,0,50,0,50,1,0,4,
